Polarization of Light 'Brewsters' Data File Tue, Feb 07, 2023 11:12 AM
Sensor Position (Degrees)	Light Intensity (Volts)
67.41667	0.86802
67.30000	0.90909
67.20000	0.88380
67.11667	0.89766
67.03333	0.92552
66.96667	0.94534
66.91667	0.96579
66.85000	0.96724
66.81667	0.97127
66.76667	0.98351
66.73333	0.98239
66.66667	0.97320
66.61667	0.95001
66.56667	0.91473
66.53333	0.89137
66.48333	0.90539
66.41667	0.90233
66.35000	0.89379
66.31667	0.91183
66.28333	0.92681
66.25000	0.92198
66.20000	0.93487
66.16667	0.95226
66.11667	0.97143
66.03333	0.98029
65.91667	1.01170
65.80000	1.01895
65.66667	1.04650
65.51667	1.05729
65.36667	1.04714
65.28333	1.01960
65.21667	1.03264
65.20000	1.02523
65.16667	1.02829
65.15000	1.02701
65.11667	1.03248
65.08333	1.03152
65.03333	1.04666
64.98333	1.05648
64.91667	1.06953
64.81667	1.06985
64.68333	1.08049
64.56667	1.10143
64.45000	1.10110
64.31667	1.06647
64.18333	1.05552
64.05000	1.05149
63.91667	1.00139
63.81667	0.97916
63.70000	0.99753
63.61667	1.00735
63.51667	1.02958
63.43333	1.00913
63.33333	0.96241
63.21667	0.89492
63.15000	0.75961
63.10000	0.79456
63.05000	0.84482
63.03333	0.82533
63.00000	0.80858
63.00000	0.82823
62.98333	0.91344
62.98333	0.97433
62.96667	1.02717
62.96667	1.04746
62.95000	1.04698
62.93333	0.99656
62.91667	1.00687
62.88333	1.03071
62.83333	1.06873
62.78333	1.08274
62.75000	1.09563
62.66667	1.11061
62.56667	1.10787
62.43333	1.12510
62.30000	1.13139
62.16667	1.09015
62.05000	1.05584
61.88333	1.12704
61.76667	1.13268
61.61667	1.10465
61.50000	1.13042
61.36667	1.12913
61.25000	1.15990
61.16667	1.18132
61.05000	1.20081
60.95000	1.21257
60.85000	1.22836
60.73333	1.24511
60.61667	1.24141
60.48333	1.25284
60.35000	1.26364
60.21667	1.26090
60.08333	1.24012
59.96667	1.24189
59.86667	1.21708
59.75000	1.06261
59.63333	1.05471
59.46667	1.14282
59.30000	1.10014
59.11667	1.08290
58.96667	1.16473
58.85000	1.13284
58.75000	1.17665
58.66667	1.22014
58.60000	1.23287
58.53333	1.19050
58.46667	1.22594
58.40000	1.24398
58.33333	1.27298
58.25000	1.29376
58.18333	1.27056
58.11667	1.26509
58.01667	1.29553
57.93333	1.29472
57.88333	1.30262
57.83333	1.33548
57.75000	1.36624
57.65000	1.37623
57.55000	1.39395
57.43333	1.39476
57.35000	1.37736
57.26667	1.36576
57.18333	1.37220
57.10000	1.38670
57.00000	1.39911
56.88333	1.40652
56.75000	1.40652
56.61667	1.38767
56.48333	1.41054
56.35000	1.37736
56.16667	1.32533
56.03333	1.31405
55.90000	1.24656
55.78333	1.27298
55.70000	1.34965
55.63333	1.37655
55.56667	1.45468
55.50000	1.48786
55.41667	1.49495
55.33333	1.50945
55.21667	1.51702
55.08333	1.51798
54.96667	1.52797
54.80000	1.53860
54.65000	1.53570
54.48333	1.52217
54.36667	1.51573
54.25000	1.53248
54.18333	1.52137
54.11667	1.53280
54.03333	1.57066
53.95000	1.56921
53.88333	1.56873
53.81667	1.57758
53.76667	1.57678
53.71667	1.58016
53.65000	1.57791
53.61667	1.57195
53.58333	1.56953
53.55000	1.57613
53.51667	1.55825
53.51667	1.55970
53.53333	1.58322
53.53333	1.56228
53.53333	1.55004
53.55000	1.57130
53.55000	1.56808
53.55000	1.55632
53.55000	1.55229
53.55000	1.55729
53.55000	1.54537
53.55000	1.19663
53.55000	0.01783
53.55000	0.00124
53.55000	0.00172
53.55000	0.00204
53.55000	0.00172
53.55000	0.00204
53.55000	0.00349
53.55000	1.00848
53.55000	1.40039
53.55000	1.57742
53.55000	1.59176
53.55000	1.40200
53.55000	1.28313
53.55000	1.28715
53.55000	1.28893
53.55000	1.28957
53.55000	1.28989
53.55000	1.38429
53.55000	0.00075
53.55000	-0.00182
53.55000	-0.00150
53.55000	-0.00086
53.55000	0.00011
53.55000	-0.00166
53.55000	-0.00198
53.55000	-0.00118
53.56667	-0.00166
53.56667	-0.00134
53.56667	-0.00037
53.56667	-0.00150
53.56667	-0.00215
53.56667	0.00011
53.56667	-0.00166
53.56667	-0.00134
53.56667	-0.00053
53.56667	0.00075
53.56667	-0.00070
53.56667	-0.00005
53.56667	-0.00166
53.56667	-0.00182
53.56667	0.00011
53.56667	-0.00070
53.56667	0.00027
53.56667	-0.00053
53.56667	-0.00005
53.56667	-0.00005
53.56667	-0.00134
53.56667	0.00059
53.56667	-0.00021
