Polarization of Light 'Brewsters' Data File Tue, Feb 07, 2023 11:06 AM
Sensor Position (Degrees)	Light Intensity (Volts)
98.56667	0.20339
98.53333	0.20098
98.43333	0.20001
98.36667	0.17359
98.30000	0.11480
98.26667	0.11206
98.23333	0.11190
98.20000	0.11126
98.18333	0.12736
98.16667	0.13123
98.15000	0.13365
98.15000	0.16248
98.15000	0.16602
98.15000	0.19437
98.15000	0.20372
98.15000	0.21419
98.15000	0.20227
98.13333	0.20098
98.11667	0.20694
98.08333	0.19953
98.01667	0.20758
97.95000	0.21129
97.85000	0.21483
97.76667	0.20613
97.70000	0.21660
97.65000	0.21322
97.61667	0.21435
97.58333	0.21741
97.55000	0.20823
97.50000	0.21564
97.43333	0.21242
97.38333	0.21950
97.31667	0.22127
97.25000	0.22063
97.18333	0.21676
97.10000	0.21983
97.01667	0.21531
96.91667	0.22434
96.81667	0.23126
96.71667	0.22369
96.60000	0.21886
96.48333	0.22337
96.40000	0.23497
96.31667	0.22562
96.23333	0.22192
96.16667	0.22192
96.08333	0.23110
96.03333	0.22482
95.95000	0.23013
95.86667	0.23336
95.80000	0.22820
95.75000	0.23851
95.70000	0.22933
95.65000	0.23545
95.58333	0.22723
95.53333	0.23513
95.48333	0.22997
95.45000	0.22482
95.38333	0.22901
95.31667	0.23674
95.25000	0.23126
95.20000	0.24592
95.16667	0.23013
95.15000	0.22933
95.13333	0.23142
95.10000	0.24286
95.06667	0.23561
95.03333	0.22063
94.98333	0.22885
94.93333	0.21725
94.90000	0.20968
94.85000	0.21612
94.80000	0.20694
94.76667	0.21693
94.75000	0.21999
94.71667	0.21515
94.68333	0.22208
94.66667	0.22385
94.66667	0.21805
94.65000	0.22031
94.61667	0.22498
94.58333	0.22740
94.56667	0.22337
94.53333	0.22337
94.50000	0.22466
94.48333	0.22981
94.45000	0.23819
94.40000	0.23239
94.36667	0.23481
94.31667	0.24383
94.23333	0.24060
94.15000	0.24737
94.08333	0.25059
94.00000	0.24673
93.93333	0.24560
93.88333	0.24028
93.85000	0.25156
93.78333	0.24963
93.73333	0.23867
93.70000	0.24302
93.68333	0.23448
93.65000	0.22434
93.63333	0.20162
93.61667	0.20066
93.58333	0.20372
93.55000	0.22595
93.53333	0.21838
93.50000	0.22337
93.45000	0.23545
93.40000	0.22804
93.35000	0.24205
93.33333	0.23336
93.28333	0.24383
93.23333	0.24544
93.16667	0.24286
93.11667	0.25462
93.08333	0.25349
93.05000	0.25848
93.01667	0.25124
92.96667	0.25639
92.93333	0.25945
92.90000	0.24946
92.88333	0.25043
92.86667	0.25414
92.83333	0.25204
92.80000	0.24560
92.78333	0.24737
92.76667	0.24737
92.71667	0.24125
92.66667	0.24673
92.58333	0.23803
92.48333	0.21564
92.36667	0.18133
92.25000	0.19808
92.15000	0.20758
92.08333	0.22160
92.05000	0.22981
92.01667	0.23030
91.96667	0.24205
91.88333	0.24383
91.78333	0.24270
91.71667	0.25124
91.65000	0.24930
91.58333	0.24318
91.50000	0.24979
91.43333	0.24689
91.35000	0.24383
91.28333	0.24930
91.21667	0.24689
91.15000	0.24238
91.11667	0.24656
91.10000	0.23207
91.08333	0.23223
91.08333	0.21564
91.08333	0.19969
91.06667	0.19276
91.05000	0.19357
91.05000	0.20356
91.03333	0.21419
91.01667	0.22595
91.00000	0.21693
90.98333	0.23078
90.95000	0.23658
90.90000	0.23400
90.83333	0.24254
90.76667	0.23996
90.65000	0.25639
90.58333	0.24399
90.51667	0.20420
90.43333	0.18100
90.36667	0.14234
90.31667	0.16216
90.28333	0.17198
90.21667	0.18825
90.13333	0.20291
90.06667	0.21048
89.98333	0.22095
89.90000	0.22707
89.81667	0.25091
89.75000	0.25768
89.70000	0.26444
89.66667	0.26751
89.63333	0.25993
89.58333	0.26799
89.53333	0.27024
89.46667	0.27298
89.40000	0.27669
89.31667	0.27266
89.21667	0.29135
89.13333	0.29022
89.03333	0.29731
88.93333	0.28684
88.81667	0.29070
88.71667	0.29344
88.63333	0.29247
88.55000	0.29070
88.48333	0.30359
88.43333	0.29118
88.36667	0.30327
88.30000	0.29344
88.20000	0.28941
88.13333	0.29602
88.08333	0.29312
88.01667	0.29086
87.98333	0.30133
87.95000	0.30182
87.91667	0.30327
87.88333	0.29344
87.86667	0.30230
87.83333	0.29924
87.76667	0.29328
87.65000	0.30616
87.55000	0.29876
87.46667	0.29972
87.40000	0.30842
87.33333	0.31196
87.25000	0.30262
87.20000	0.30858
87.15000	0.28716
87.10000	0.30391
87.05000	0.31003
87.00000	0.30455
86.93333	0.31196
86.85000	0.30923
86.76667	0.30810
86.68333	0.27749
86.61667	0.26622
86.53333	0.27636
86.43333	0.27894
86.35000	0.25929
86.28333	0.25687
86.23333	0.26396
86.20000	0.25993
86.15000	0.26783
86.08333	0.29135
86.01667	0.29424
85.96667	0.30117
85.88333	0.31164
85.78333	0.30826
85.70000	0.31664
85.63333	0.32598
85.53333	0.31825
85.45000	0.32759
85.41667	0.33822
85.38333	0.33226
85.38333	0.32163
85.36667	0.32421
85.35000	0.29408
85.35000	0.28216
85.31667	0.28023
85.30000	0.30133
85.28333	0.29827
85.25000	0.29586
85.21667	0.30117
85.20000	0.29698
85.15000	0.31470
85.08333	0.32888
85.01667	0.34273
84.98333	0.32598
84.95000	0.32324
84.93333	0.32453
84.86667	0.33387
84.81667	0.33081
84.76667	0.32984
84.71667	0.33709
84.66667	0.32678
84.58333	0.33017
84.45000	0.32292
84.33333	0.32147
84.23333	0.31728
84.15000	0.27121
84.08333	0.27669
84.06667	0.26767
84.01667	0.28281
84.00000	0.29698
83.98333	0.29376
83.96667	0.29779
83.91667	0.29859
83.85000	0.31583
83.75000	0.31599
83.65000	0.32098
83.53333	0.32920
83.43333	0.34160
83.33333	0.34547
83.26667	0.33806
83.18333	0.35223
83.11667	0.35336
83.03333	0.34837
82.95000	0.35626
82.86667	0.35723
82.81667	0.33693
82.76667	0.33355
82.73333	0.33806
82.71667	0.32984
82.66667	0.33725
82.61667	0.32888
82.58333	0.33178
82.55000	0.32968
82.50000	0.33178
82.46667	0.32614
82.41667	0.36367
82.31667	0.35691
82.25000	0.33387
82.18333	0.34048
82.13333	0.34966
82.08333	0.34321
82.05000	0.35046
82.03333	0.34289
82.00000	0.33323
81.95000	0.33274
81.88333	0.33435
81.85000	0.32872
81.80000	0.32066
81.75000	0.32179
81.71667	0.31051
81.66667	0.34209
81.63333	0.34273
81.58333	0.34644
81.51667	0.35272
81.45000	0.34209
81.38333	0.34257
81.33333	0.34482
81.28333	0.34128
81.23333	0.31647
81.20000	0.31921
81.16667	0.33162
81.13333	0.33258
81.11667	0.32743
81.10000	0.33419
81.08333	0.34772
81.05000	0.33951
81.00000	0.35610
80.95000	0.36609
80.86667	0.36367
80.80000	0.37446
80.75000	0.36528
80.71667	0.36077
80.68333	0.36818
80.63333	0.36625
80.55000	0.35787
80.46667	0.36287
80.36667	0.37060
80.26667	0.37704
80.15000	0.38139
80.06667	0.38493
80.00000	0.37527
79.91667	0.37769
79.86667	0.37285
79.81667	0.38558
79.76667	0.37833
79.71667	0.38928
79.66667	0.38268
79.61667	0.39573
79.53333	0.39895
79.46667	0.38993
79.40000	0.40265
79.33333	0.39718
79.26667	0.39218
79.20000	0.40555
79.11667	0.39846
79.03333	0.40024
78.96667	0.40136
78.88333	0.40604
78.81667	0.39605
78.76667	0.38848
78.70000	0.36013
78.61667	0.33307
78.53333	0.32517
78.46667	0.33129
78.41667	0.32163
78.36667	0.31776
78.33333	0.33049
78.30000	0.34015
78.28333	0.34772
78.26667	0.34676
78.26667	0.34289
78.26667	0.35884
78.26667	0.35707
78.23333	0.37269
78.11667	0.36480
78.01667	0.37366
77.93333	0.36593
77.81667	0.33484
77.71667	0.31873
77.63333	0.31051
77.58333	0.30262
77.56667	0.28281
77.53333	0.28909
77.50000	0.28732
77.48333	0.29392
77.45000	0.32936
77.41667	0.37607
77.33333	0.39879
77.23333	0.40620
77.11667	0.39895
77.01667	0.40442
76.93333	0.40700
76.86667	0.41119
76.81667	0.41103
76.75000	0.39250
76.70000	0.40555
76.65000	0.40056
76.61667	0.40797
76.58333	0.41763
76.53333	0.42247
76.48333	0.42714
76.41667	0.43406
76.35000	0.43358
76.26667	0.43857
76.20000	0.44115
76.11667	0.44357
76.05000	0.43890
75.98333	0.44598
75.93333	0.44711
75.88333	0.45194
75.81667	0.44308
75.78333	0.44244
75.75000	0.44969
75.71667	0.43938
75.70000	0.44163
75.65000	0.44502
75.60000	0.45436
75.55000	0.43857
75.50000	0.44518
75.41667	0.45855
75.35000	0.44969
75.30000	0.46322
75.28333	0.45436
75.25000	0.44824
75.20000	0.44776
75.16667	0.45500
75.13333	0.44614
75.10000	0.44614
75.03333	0.45033
74.98333	0.46322
74.91667	0.46419
74.85000	0.46370
74.76667	0.46080
74.70000	0.46290
74.60000	0.45694
74.55000	0.45307
74.50000	0.45871
74.43333	0.46032
74.38333	0.46241
74.35000	0.45758
74.31667	0.46467
74.26667	0.46982
74.20000	0.45871
74.13333	0.44969
74.06667	0.43874
74.00000	0.44856
73.91667	0.46934
73.85000	0.46837
73.76667	0.46886
73.68333	0.47401
73.58333	0.47627
73.51667	0.47015
73.41667	0.47111
73.36667	0.47820
73.31667	0.48126
73.26667	0.47965
73.21667	0.47450
73.15000	0.48980
73.06667	0.48883
72.96667	0.49157
72.83333	0.47272
72.70000	0.46483
72.60000	0.42037
72.50000	0.39122
72.40000	0.26944
72.33333	0.16361
72.26667	0.12817
72.21667	0.19276
72.15000	0.15443
72.11667	0.15491
72.06667	0.13526
72.01667	0.11850
71.93333	0.23883
71.86667	0.44743
71.80000	0.50510
71.73333	0.50736
71.66667	0.50430
71.63333	0.50832
71.58333	0.51444
71.53333	0.50268
71.50000	0.51299
71.48333	0.50881
71.45000	0.50204
71.43333	0.50719
71.41667	0.50655
71.40000	0.51380
71.38333	0.51718
71.35000	0.52153
71.33333	0.52040
71.30000	0.51396
71.25000	0.51912
71.20000	0.51734
71.11667	0.50639
71.05000	0.51960
70.98333	0.51251
70.93333	0.51493
70.86667	0.51895
70.78333	0.51622
70.70000	0.52508
70.65000	0.52218
70.60000	0.53281
70.51667	0.54376
70.45000	0.54070
70.40000	0.53490
70.36667	0.53442
70.31667	0.52701
70.26667	0.52975
70.23333	0.53345
70.18333	0.51509
70.15000	0.51847
70.10000	0.54650
70.03333	0.53716
70.00000	0.52942
69.93333	0.53377
69.81667	0.54279
69.70000	0.52685
69.60000	0.51460
69.48333	0.50333
69.41667	0.49737
69.38333	0.49737
69.35000	0.51444
69.33333	0.51154
69.33333	0.51718
69.31667	0.53667
69.28333	0.53571
69.23333	0.54070
69.20000	0.55407
69.15000	0.55536
69.10000	0.54779
69.06667	0.55423
69.05000	0.54892
69.01667	0.54682
69.00000	0.55777
68.96667	0.55858
68.93333	0.56357
68.88333	0.55810
68.86667	0.55874
68.83333	0.56889
68.78333	0.56615
68.73333	0.57582
68.65000	0.58274
68.60000	0.57356
68.56667	0.57678
68.51667	0.57823
68.48333	0.57356
68.46667	0.58274
68.43333	0.58129
68.36667	0.57276
68.30000	0.57630
68.21667	0.58339
68.11667	0.57565
68.01667	0.57646
67.91667	0.58161
67.85000	0.58451
67.75000	0.58564
67.66667	0.59402
67.56667	0.59257
67.50000	0.59885
67.40000	0.59482
67.30000	0.61125
67.20000	0.60433
67.05000	0.61834
66.91667	0.61254
66.80000	0.61383
66.65000	0.61109
66.51667	0.58741
66.38333	0.59933
66.26667	0.61625
66.18333	0.61480
66.10000	0.61286
66.05000	0.61657
66.00000	0.62881
65.98333	0.62736
65.96667	0.62656
65.95000	0.63606
65.90000	0.63284
65.86667	0.63767
65.83333	0.62752
65.80000	0.62720
65.75000	0.63300
65.70000	0.63638
65.65000	0.64057
65.60000	0.63236
65.51667	0.63896
65.40000	0.63654
65.28333	0.63364
65.18333	0.63815
65.08333	0.64347
65.00000	0.64798
64.90000	0.62366
64.81667	0.61093
64.71667	0.62801
64.65000	0.62253
64.60000	0.63107
64.53333	0.65007
64.48333	0.64975
64.41667	0.65732
64.35000	0.66151
64.28333	0.65491
64.21667	0.66667
64.16667	0.67021
64.11667	0.66167
64.05000	0.64073
63.98333	0.59031
63.91667	0.47627
63.85000	0.32211
63.75000	-0.00118
63.65000	0.04231
63.51667	0.06019
63.46667	0.08677
63.35000	0.17875
63.25000	0.31535
63.16667	0.27040
63.08333	0.22595
62.98333	0.58564
62.95000	0.63300
62.93333	0.64846
62.90000	0.65555
62.86667	0.65072
62.85000	0.65748
62.81667	0.68938
62.76667	0.70790
62.73333	0.68922
62.70000	0.64492
62.65000	0.64073
62.60000	0.60771
62.51667	0.61045
62.43333	0.63880
62.33333	0.66361
62.25000	0.66699
62.16667	0.68696
62.08333	0.67601
62.05000	0.64991
62.00000	0.66924
61.96667	0.68680
61.93333	0.68229
61.91667	0.69389
61.88333	0.70468
61.85000	0.69131
61.83333	0.69759
61.81667	0.69985
61.80000	0.70629
61.80000	0.69502
61.78333	0.69147
61.76667	0.70323
61.75000	0.69373
61.71667	0.69115
61.70000	0.68841
61.66667	0.69647
61.63333	0.70049
61.58333	0.69920
61.53333	0.70984
61.46667	0.70291
61.36667	0.70484
61.28333	0.70806
61.23333	0.70645
61.15000	0.71676
61.10000	0.69937
61.05000	0.68648
61.00000	0.69389
60.96667	0.69051
60.95000	0.69808
60.90000	0.71499
60.85000	0.72127
60.78333	0.73319
60.73333	0.72772
60.68333	0.72949
60.63333	0.72353
60.56667	0.73706
60.51667	0.73496
60.46667	0.73335
60.41667	0.73690
60.36667	0.74270
60.31667	0.72868
60.26667	0.73062
60.21667	0.73271
60.16667	0.73480
60.13333	0.74350
60.10000	0.74270
60.06667	0.75107
60.01667	0.76557
59.98333	0.76509
59.95000	0.76396
59.91667	0.76283
59.90000	0.76042
59.88333	0.76493
59.86667	0.77781
59.85000	0.76364
59.81667	0.76992
59.78333	0.76042
59.76667	0.76315
59.73333	0.75333
59.66667	0.73690
59.58333	0.72176
59.50000	0.73190
59.41667	0.75574
59.33333	0.75752
59.26667	0.77975
59.20000	0.75623
59.15000	0.77072
59.10000	0.76106
59.01667	0.76783
58.91667	0.77121
58.85000	0.78442
58.76667	0.78554
58.68333	0.78361
58.58333	0.72514
58.51667	0.74060
58.45000	0.75349
58.38333	0.75993
58.33333	0.70210
58.30000	0.70822
58.26667	0.72643
58.23333	0.73013
58.20000	0.76638
58.15000	0.78313
58.10000	0.79666
58.08333	0.79360
58.01667	0.80375
57.91667	0.79569
57.86667	0.80761
57.80000	0.83097
57.73333	0.82678
57.70000	0.83306
57.70000	0.82533
57.70000	0.82243
57.70000	0.82517
57.70000	0.83000
57.68333	0.83065
57.68333	0.82227
57.66667	0.81615
57.66667	0.81261
57.66667	0.81067
57.65000	0.79924
57.65000	0.80648
57.63333	0.79908
57.61667	0.80181
57.55000	0.80955
57.45000	0.82710
57.35000	0.82501
57.21667	0.83355
57.10000	0.83177
57.01667	0.83049
56.93333	0.84595
56.85000	0.83387
56.76667	0.81744
56.66667	0.79215
56.48333	0.73996
56.26667	0.65587
56.05000	0.53087
55.78333	0.57179
55.56667	0.79601
55.35000	0.77250
55.18333	0.77072
55.03333	0.84386
54.86667	0.84289
54.66667	0.87092
54.48333	0.92794
54.36667	0.91199
54.26667	0.89991
54.15000	0.90394
54.03333	0.84112
53.96667	0.76638
53.86667	0.73545
53.73333	0.69856
53.61667	0.80632
53.51667	0.97143
53.35000	0.86753
53.21667	0.64009
53.10000	0.70130
52.98333	0.76911
52.91667	0.82034
52.90000	0.87849
52.88333	0.89734
52.86667	0.90990
52.85000	0.95323
52.85000	0.96644
52.83333	0.97337
52.80000	0.97498
52.76667	0.96563
52.73333	0.96386
52.68333	0.97320
52.60000	0.96644
52.48333	0.97111
52.38333	0.98802
52.31667	0.99350
52.25000	0.99721
52.15000	1.00043
52.08333	0.99060
52.01667	0.99608
51.98333	0.99994
51.91667	1.01654
51.88333	0.99753
51.85000	0.99318
51.81667	1.00027
51.78333	0.99930
51.75000	1.00204
51.71667	1.00365
51.66667	1.01283
51.60000	1.02443
51.51667	1.02958
51.41667	1.03828
51.33333	1.04263
51.28333	1.03941
51.25000	1.03796
51.13333	1.04247
51.11667	1.03329
51.10000	1.04166
51.06667	1.04070
51.03333	1.03522
51.00000	1.02185
50.98333	1.02652
50.96667	1.02894
50.93333	1.04408
50.88333	1.02701
50.83333	1.03264
50.78333	1.03748
50.70000	1.03909
50.61667	1.01589
50.50000	1.02201
50.40000	1.03023
50.30000	1.04102
50.18333	1.04682
50.10000	1.05520
49.98333	1.06550
49.88333	1.07114
49.76667	1.07952
49.65000	1.06695
49.55000	1.05020
49.50000	1.04972
49.43333	1.04408
49.38333	1.01879
49.28333	0.99286
49.18333	0.99141
49.08333	1.05777
48.93333	1.01203
48.75000	0.90442
48.63333	0.96128
48.48333	1.05197
48.38333	1.09192
48.30000	1.10561
48.16667	1.08693
48.05000	1.07179
47.96667	1.15378
47.88333	1.14943
47.81667	1.15329
47.71667	1.15877
47.60000	1.15813
47.46667	1.16892
47.33333	1.17585
47.20000	1.12559
47.10000	1.12720
47.05000	1.14105
47.01667	1.15877
46.98333	1.18696
46.95000	1.18857
46.91667	1.18277
46.86667	1.18503
46.80000	1.18680
46.71667	1.20081
46.65000	1.21096
46.61667	1.20983
46.60000	1.20951
46.58333	1.21418
46.53333	1.22014
46.43333	1.24060
46.30000	1.23416
46.18333	1.23545
46.10000	1.23915
45.98333	1.20516
45.88333	1.18003
45.78333	1.08709
45.70000	1.04328
45.63333	1.01058
45.56667	1.01911
45.51667	1.00558
45.48333	1.03860
45.46667	1.03522
45.43333	1.05536
45.41667	1.17423
45.38333	1.20871
45.35000	1.26380
45.33333	1.25832
45.31667	1.25832
45.28333	1.26283
45.25000	1.25880
45.21667	1.26009
45.20000	1.27346
45.18333	1.26396
45.16667	1.26460
45.16667	1.26364
45.16667	1.26219
45.16667	1.26992
45.16667	1.26057
45.16667	1.25961
45.16667	1.25542
45.16667	1.25526
45.16667	1.25993
45.16667	1.25945
45.16667	1.25864
45.16667	1.26202
45.16667	1.26589
45.16667	1.26798
45.16667	1.27024
45.16667	1.26621
45.16667	1.27749
45.16667	1.26686
45.16667	1.26702
45.16667	1.27153
45.16667	1.26605
45.16667	1.27829
45.16667	1.27169
45.16667	1.28087
45.16667	1.27910
45.15000	1.28441
45.15000	1.27652
45.15000	1.28152
45.15000	1.28232
45.15000	1.28232
45.15000	1.28297
45.15000	1.27862
45.15000	1.28345
45.15000	1.27507
45.15000	1.27797
45.15000	1.28103
45.15000	1.28039
45.15000	1.27427
45.15000	1.27652
45.15000	1.27024
45.13333	1.27604
45.13333	1.27749
45.13333	1.28039
45.13333	1.28280
45.13333	1.28683
45.11667	1.28425
45.10000	1.28135
45.05000	1.29634
44.95000	1.30246
44.81667	1.30342
44.70000	1.27266
44.60000	1.23673
44.48333	1.23706
44.36667	1.32936
44.28333	1.32936
44.21667	1.33435
44.16667	1.33725
44.13333	1.33773
44.10000	1.33354
44.06667	1.34257
44.05000	1.33838
44.03333	1.31905
44.00000	1.21692
43.98333	1.21579
43.98333	1.21918
43.98333	1.23061
43.96667	1.24253
43.96667	1.25510
43.96667	1.25719
43.96667	1.26637
43.96667	1.29682
43.95000	1.33016
43.93333	1.33580
43.90000	1.34160
43.85000	1.34869
43.78333	1.35304
43.68333	1.35867
43.58333	1.35320
43.50000	1.35626
43.41667	1.36914
43.35000	1.37430
43.26667	1.38735
43.15000	1.38896
43.05000	1.39443
42.96667	1.40507
42.91667	1.40603
42.90000	1.40877
42.88333	1.41038
42.85000	1.40668
42.83333	1.40764
42.78333	1.39218
42.76667	1.38735
42.73333	1.39234
42.71667	1.39218
42.70000	1.39170
42.68333	1.39637
42.68333	1.39621
42.66667	1.39025
42.66667	1.39540
42.65000	1.39878
42.63333	1.39911
42.61667	1.39782
42.61667	1.39733
42.60000	1.40072
42.58333	1.40104
42.55000	1.40168
42.51667	1.40378
42.48333	1.40652
42.45000	1.41086
42.40000	1.41280
42.36667	1.42343
42.31667	1.43164
42.26667	1.41699
42.21667	1.41054
42.15000	1.41908
42.10000	1.42005
42.06667	1.42166
42.00000	1.42230
41.95000	1.43793
41.88333	1.44711
41.83333	1.44002
41.80000	1.44421
41.76667	1.44437
41.71667	1.44695
41.66667	1.45226
41.58333	1.45919
41.50000	1.46209
41.40000	1.46531
41.30000	1.47707
41.21667	1.47739
41.16667	1.48657
41.11667	1.48158
41.06667	1.48802
40.98333	1.49028
40.91667	1.49237
40.85000	1.49753
40.76667	1.51186
40.70000	1.51235
40.63333	1.51686
40.60000	1.51863
40.55000	1.52282
40.51667	1.52153
40.50000	1.50381
40.48333	1.48722
40.46667	1.48158
40.45000	1.47804
40.43333	1.47465
40.43333	1.48029
40.41667	1.47739
40.41667	1.48448
40.40000	1.48061
40.40000	1.47546
40.38333	1.46692
40.38333	1.46628
40.38333	1.47014
40.36667	1.47642
40.36667	1.48238
40.35000	1.48851
40.35000	1.49269
40.33333	1.49431
40.33333	1.49527
40.31667	1.48673
40.31667	1.48271
40.31667	1.48963
40.31667	1.48238
40.31667	1.42150
40.33333	1.32678
40.33333	1.31615
40.33333	1.30777
40.33333	1.31003
40.33333	1.31051
40.33333	1.31663
40.33333	1.30954
40.33333	1.24092
40.35000	1.38847
40.35000	1.39266
40.35000	1.39137
40.35000	1.39041
40.35000	1.38751
40.35000	1.38799
40.35000	1.38928
40.35000	1.39041
40.35000	1.39025
40.35000	1.38847
40.35000	1.38880
40.35000	1.38928
40.35000	1.38896
40.35000	1.38670
40.35000	1.38831
40.35000	1.38799
40.35000	1.38847
40.35000	1.38525
40.35000	1.38831
40.35000	1.38976
40.35000	1.38767
40.35000	1.38670
40.35000	1.38638
40.35000	1.38670
40.35000	1.38461
40.35000	1.38686
40.35000	1.38702
40.35000	1.38541
40.35000	1.38251
40.35000	1.38445
40.35000	1.38557
40.35000	1.38719
40.35000	1.38735
40.35000	1.38139
40.35000	1.38751
40.35000	1.38606
40.35000	1.38509
40.35000	1.38638
40.35000	1.38493
40.35000	1.38106
40.35000	1.38348
40.35000	1.38783
40.35000	1.38396
40.35000	1.38574
40.35000	1.38074
40.35000	1.38928
40.35000	1.38799
40.35000	1.38735
40.35000	1.38477
40.35000	1.38557
40.35000	1.38751
40.35000	1.38638
40.35000	1.38332
40.35000	1.38461
40.35000	1.38557
40.35000	1.38300
40.36667	1.38783
40.36667	1.38412
40.36667	1.38332
40.36667	1.38477
40.36667	1.38316
40.36667	1.38606
40.36667	1.38799
40.36667	1.38300
40.36667	1.38541
40.36667	1.38557
40.36667	1.38187
40.36667	1.38493
40.36667	1.38767
40.36667	1.38590
